"Phone_name","Phone_Review_tittle","Phone_Review_body","Phone_Review_rating"
"Samsung Galaxy M51 (Electric Blue, 8GB RAM, 128GB Storage)","It is a powerbank with good camera, storage and average phone features.","My review after three months use:
I am reducing it to one stars after three months use. Initially I gave five star. Reasons of giving one star is:
1) the phone is over priced and it's actual price should be not more than 13-14K.
2) occassionally it's back panel heats up.
3) design is poor, especially at the back camera panel space above the flashlight is unutilized and don't look premium. Much cheaper mobile phones have better design.
3) the whole body including screen, back panel and camera panel is very sensitive to scratches. You have to cover with phone case and screen guard immediately otherwise your phone will give a dirty look full if scrates after one week use.
3) no IP rating. Forget water proofing, not a trace of water resistance. You have to prevent it from humidity and sweating.
4) screen refresh rate is poor in comparison to other phones available below 10K range.
Following was my review after almost one week use. __________________________________
At first glance it looks a bit bulky. Camera, display etc. are satisfactory. Overall GOOD non Chinese phone.
However, for their improvement, I tried to give some critical feedback to the company over phone but it was not so easy, so, I am writing here sothat Samsung India can take this critical review for their improvement.
Battery:
Battery is 7K mha but it is draining so fast that its overall backup time is slightly better than any other average phone.
User Interface:
User interface needs tremendous improvement. You can't take screenshot easily. You need to learn fine motor coordination between your fingers and power&volume button with microsecond precision. After three days I discovered taking screenshot by swapping screen. But this easy method for taking screenshot is not easy to find in its setting section. Automatic redial isn't available. also in setting section, searching for basic operation like redial, call waiting etc are either missing or very difficult to access. UI should be more intelligent and intuitive. Call recording should take permission from user before it starts recording any call.
Dolby Sound:
Dolby sound effect is excellent but its available only for external speaker. Inbuilt speaker don't have Dolby effect. You hv to buy headphone or external speaker for experiencing Dolby sound effect. Its Dolby software is so impressive that its work on a cheapest headphone but Samsung's own inbuilt speaker doesn't.
External Outlook:
Read somewhere that this phone has 3D prism like glastic body. GLASTIC seems to be a discovery of new material (Glass+Plastic) because its looks transparent and shining. But in reality, its a cheap looking smooth and slippery plastic back body. Also, Its prone to scratches neither its water resistant. Sometimes it generates heat. In this price segment, Samsung can easily provide metallic back for better appearance and transfer of heat.
Overall, its good non chini phone with good camera and display, a bit bulky, satisfactory speed, scope of tremendous improvement in UI and setting, and bit overpriced.","1.0 out of 5 stars"
"Samsung Galaxy M51 (Electric Blue, 8GB RAM, 128GB Storage)","Not recommend, if you want waste your money then purchase","Cons:_
Overpriced
Battery drain only fast in normal uses give only 24 hours backup.
Sound quality is so so
Build quality is not good
Pros:_
Good processor
Good camera
User interface is good
Finger print sensor working very fast but some times missed out.
After six days of uses, impressed with camera performance, Display, fingerprint working, and processor.
Disappointed with Battery performance my brother realme 2 giving easily 2days battery backup with 4250mah, but this phone is horrible in battery backup only 24 hours with 7000. I have doubt its not 7000 man battery its like 2000 or 2500mah. Heating issue also faced during charging.","1.0 out of 5 stars"
"Samsung Galaxy M51 (Electric Blue, 8GB RAM, 128GB Storage)","Pls don't buy.. cheap quality feeling waste of 25k money","Genuine Feedback to samsung and all buyers
Not Upto the Mark..
Battery is good, but mobile is very heavy.. not handy for one hand operation.. if you use it continuously then you feel pain in your hand, designed is out dated, poor quality material.. camera is just okay..
I am not happy overall performance of this phone at this price band...
Mobile should be perfect for 15-16k price band..
Lookwise not good
Display qaulity is just good not best
Sound quality is good
Camera not much good that I am expecting.
Big screen which perfect for movie watcher.. but after 30 minutes you feel pain in your hands.
I bought Electric blue colour, it's look like samsung old samrt phone .
My request to Amazon, is it possible to return this mobile. Then help me for return...
I am not happy with overall performance of the phone...","1.0 out of 5 stars"
"Samsung Galaxy M51 (Electric Blue, 8GB RAM, 128GB Storage)","One of the best phones at affordable price...","Ok so here comes the first review of this phone. Ordered on the first day of its sale and received on 3rd day. Indeed its a big and bulky phn but easy to handle. Few highlights:
1. Seamless fingerprint scanner. I hv heard tht recent samsung phns have ths issue , however i dnt see any in ths phn. Its as gud as my past phns Asus 6z and Vivo v15pro. Side fingerprint scanner on the power button really makes it stylish and too easy to handle as well.
2. Camera quality is really gud wth many features which luks tempting which im yet to explore. Even in dim light it scores quite well. Have all latest features like slow mo, 10x zoom, focus lens, panorma view and other added features.
3. Battery ofcourse was the highlight while buying ths phn. I received this phn at 43%. And even after a rigorous 3 hr session of data transfer and apps installation it still holds at 33%. I believe it gonna last 2 days easily wth heavy net usage , mild games and gud 2 hrs of talk time.
4. Luks wise it does seem premium despite a plastic back.
5. Wonderful touch and a decent processimg speed. I tried playing 7-8 apps at the same time and it never hanged or lagged despite 50% memory up. Yet to try on heavy games though.
6. Front cam does spoil the fun while watching full screen videos, like a small black dot bt can be lived wth.
7. No headphones in the box.
8. C to C charging cable capable of reverse charging too.
Overall i wld rate it 4/5. Its one of the best non chinese phn available in the market for those who r luking for a huge battery wth a decent cam and light gaming purpose.
Wld update on battery and cam after few days of usage","5.0 out of 5 stars"
"Redmi Note 10 (Shadow Black, 6GB RAM, 128GB Storage)","Mobile is great specifications but redmi please stop fake sale","Great product by redmi, but I request to redmi please don't make fake sale","5.0 out of 5 stars"
"Redmi Note 10 (Shadow Black, 6GB RAM, 128GB Storage)","Never buy","Never buy chip quality battery drain issues don't buy","1.0 out of 5 stars"
"Redmi Note 10 (Shadow Black, 6GB RAM, 128GB Storage)","Wait for Poco version of the same","Previous owner of Redmi 7 2gb 32gb
Redmi Note 10 4gb 64gb was blazing fast
If you aren't able to buy this wait till Xiaomi release the same in poco with 6gb ram for the same price, like they did with Redmi power with a downgrade in camera, They won't remove the 48mp camera, They may decrease or remove the remaining cameras in poco version of resmi note 10
About Amazon sale I logged in to amazon.in in my pc and clicked on join wait list around 12:02, then opened the app and booked the phone I was in queue for almost 20 to 25 minutes, the next step was payment which was a pain in the head, no COD, Note: only upi ids with number@ are accepted, I added a card Note: Check if ecommerce payments is enabled for your card
In the allocated 15 minutes the order was booked but payment failed, thankfully I was allowed to pay again
Also while I was waiting in queue I got an option to buy the phone 2 ways, lightning deal - 11998, Regular price - 11999 (in Amazon App), I think lightning deal is for those who want to claim offers
First of all, i bought this phone for basic use online payments, govt apps like Twallet, Tration, Tappfolio, MyGHMC, Digilocker, Aadhaar, Hpgas, Bharatgas, Hmwssb and much more all of them mostly dual apps
I am a pc user so I don't use my mobile for gaming or streaming
Pros:
Display : The display is crisp and clear better than my Redmi 7 (not comparing LCD with Amoled)
Touch: The touch response is good it's fast, I can type fast in this phone no lag there
Mobile data: 4g Data connectivity is superb I can feel the difference between my redmi 7 and this, mostly the download speed
Feel: In hand feel is also good, the weight is less
Camera: Best in the segment (obviously if you don't use the stock app)
Price: considering how this is priced more than Redmi Note 9 (10999), I am not angry this too will cost the same after 6 months probably will be on exchange and discount by August independence day sale.
Cons:
Battery: Being amoled this shouldn't consume so much battery, hope Xiaomi fixes this with an update
Plastic back: glossy back (should have come with matte or rough panel for better grip) and little bit of vibration while playing the speakers especially on top near camera
Stereo speakers: yep more like dual speakers than stereo (then again Xiaomi never claimed that they support Dolby (Oppo has them and they sound awesome)
Verdict: I was waiting for this from almost a year, from the launch of Redmi note 8 and my analysis went way deep, I was looking at Samsung for amoled, Redmi power for stereo speakers and good battery, Poco varient of Redmi note 9 for the processor and decent in the box fast charger
This covered almost all of them (not fully though)
Finally this just serves my purpose, I still aim to buy a good PC, Nothing can beat a desktop ( I wish remix os and phoenix os were as competitive as Windows, remix went out of play long back.","4.0 out of 5 stars"
"Redmi Note 10 (Shadow Black, 6GB RAM, 128GB Storage)","Please Read this Review Carefully before you buy this.","Finally, Xiaomi has decided to design for its Note series of mobiles. This mobile phone is definitely going to be and head Turner when you pull the mobile out of the pocket. It has an almost 1mm protruding camera module on the rear of the mobile. I have bought aqua-green color which has these light gradient shade. The colors are up to your personal preferences.
The phone has a matte finish at the back so it is definitely not a fingerprint magnet. It also doesn't feel very heavy and is very easy to hold firmly.
🎯DESIGN and DISPLAY:
******************************
This 6.43-inch display with the Full HD Plus resolution is really good along with a punch-hole selfie camera that offers a seamless user experience.
The brightness can go up 1100 nits peak so it is definitely not a difficult thing to use it under sunlight. Xiaomi provided this model with the Widevine L1 DRM certification support for this mobile. So, playing HD videos on an ott platform won't be an issue.
Z-axis haptic motor used in this mobile throws more realistic vibrations while playing games. I tried it extensively with a couple of games, the experience was really satisfying. Kudos to Xiaomi for throwing in all the sensors on this mobile especially for not giving up on the remote control sensor.
This mobile comes with a lot of preloaded apps like Facebook, LinkedIn, MI remote, MI credit, MI Store, MI pay, share m, etc. Out of these, you can uninstall a couple of apps and you have to live with the remaining apps for the rest of the life.
🎯PERFORMANCE:
**********************
The fingerprint sensor is very sensitive and highly responsive that even if you touch the sensor unintentionally you will end up unlocking the phone. It is that fast. Games like Asphalt 9 and Call of Duty worked excellently without any lag or freezing. This mobile would definitely outscore any mobile under this budget easily.
It took 25 to 35 minutes to charge the mobile from 0 to 75% using the 33 Watts charger which came along with the mobile.
🎯CAMERA:
**************
It comes with the 48-megapixel F/1.79 main camera with Sony Sensor and an 8mp ultrawide camera and the remaining two are the macro and the depth sensor.
The main camera will let you shoot 4K 30fps video and 960fps 720 p video. When provided with good lighting conditions the main camera gives you a decent output and the Portrait mode also did a good job by blurring out the background gently.
The low light images were average and it was decent enough for mobile phones with a budget of 15k.
Coming to the selfie camera The Portrait mode worked excellently and the pictures were on a little warm tone than a natural skin tone. If you don't like the warm tone on your selfie pictures then you can fix it through editing apps from Play Store.
🎯VERDICT:
**************
This mobile offers Rock-solid performance for everyday tasks along with very good battery life. This mobile phone comes with MIUI 12.5 so you don't have to worry about future updates for at least the next two years. With AMOLED display and the stereo speakers along with IP53 rating, this has to be the most competent mobile phone under 15000 and a good value for money.
I have a YouTube channel: Gizmofeatures (You can also find the unboxing and impressions video there). When Comparing with Poco M3, Moto G10 Power, Samsung M12, you can pick Redmi note 10 any day. It is the best among these Four.","5.0 out of 5 stars"
"Redmi Note 10 (Shadow Black, 6GB RAM, 128GB Storage)","Very bad product (mobile) of my life","This mobile i used only 3 days and mobile start sucking, and this mobile stuck 6 time in one day.. Most Worst mobile in my life 😣","1.0 out of 5 stars"
"Redmi Note 10 (Shadow Black, 6GB RAM, 128GB Storage)","Bad tactics by redmi 👎","It has good specifications.... Cut 1star bcoz of bad tactics by redmi.... They told base variant will start with 12k but didn't launched it.... Then I have to buy 14k variant.","4.0 out of 5 stars"
"Redmi Note 10 (Shadow Black, 6GB RAM, 128GB Storage)","Best phone under 14000","Satisfied with this product. Best phone under 14000.Camera quality is also good. Battery performance is superb coz of 33w charger 🔋🔌. Finally it is a good phone as per my opinion.","4.0 out of 5 stars"
"Redmi Note 10 (Shadow Black, 6GB RAM, 128GB Storage)","WORST PRODUCT EVER PURCHASE","HERE I HAVE UPLOADED THE VIDEO ABOUT THE ISSUE WITH MY NEW MOBILE.
FROM THE FIRST DAY TOUCH SCREEN NOT WORKING PROPERLY","1.0 out of 5 stars"
"Samsung Galaxy M11 (Violet, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Just OK","In display lines started coming after using 1 day . I want to return this . Amazon Customer service is worst. Though damage is visible they are not accepting for return.","3.0 out of 5 stars"
"Samsung Galaxy M11 (Violet, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","I lost my 14000rs money after buying M11 4GB RAM phone in just two months e","Please don't buy this phone or any new series of Samsung like M11,M21,M10,M20 etc. I have bought M11 4GB ram phone ,after two month it became dead totally, power button wasn't working properly & charting point was problematic, Samsung service center told me that there will be 8300 rs needed to repair this phone & I can't have free service due to liquid issue damage and so I have to abandon this phone & warranty period became myth as I lost 14000rs on this phone. I had used Samsung Galaxy J3pro model for five years but none of these problems occured. My wife has M20 model & from the day she bought it the display & other parts of this handset still remains problematic. So my suggestion is the old series was really good but the new series of sansung are all problematic, so please before buying these models think twice everybody.","1.0 out of 5 stars"
"Samsung Galaxy M11 (Violet, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Best phone to buy in this price range","The battery life is good it can be used for 2 days consecutive without charging.
The back camera is awesome compared to the selfie camera.
The phone is actually value for money....
This phone can be used by any category of people irrespective of age. The phone is user friendly. ;)","5.0 out of 5 stars"
"Samsung Galaxy M11 (Violet, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Touchscreen not working in just 10 days. Pathetic after sales service","First time I purchased any Samsung phone and it's pain!
In just 10 days touchscreen stopped completely working on left side. Contact Amazon, they are saying we have 7 days replacement only, contact Samsung they will pick your phone from your place and service and deliver. But irony is Samsung not even answering the phone properly.
Phone is getting hang again n again and this touchscreen issue is completely making me mad.","3.0 out of 5 stars"
"Samsung Galaxy M11 (Violet, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Average product","The phone is slightly sluggish, even though 75% of internal memory is free, it takes little time to respond.
As wanted an Make In India mobile phone I have gone for it, as no other options at this price.","3.0 out of 5 stars"
"Samsung Galaxy M11 (Violet, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Camera is ok but worth the money","The packing was amazing and got delivered within 2 days of order. It do not have earphones included(just want to highlight). The mobile performance is good. Camera quality is fine during day but do not expect much from night mode. Battery life till now is around 1day (didnt test with continues video watching) of now.","4.0 out of 5 stars"
"Samsung Galaxy M11 (Violet, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Great purchase","Great phone at this price range. Works perfectly. Battery life is superb. Violet colour looks fresh, catchy and awesome.
Definitely worth it. Value for money.
Recommended","5.0 out of 5 stars"
"Samsung Galaxy M11 (Violet, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Amazing phones","The Samsung M11 is and all rounder phone. Even though it does not have a phone cover and earphones in the box It's battery life is long and good. The touch screen it good and is water resistant. The camera quality is also good but I have seen better. The gaming speed is very good no lag unless you have network issues. In all I give this phone a 4.5/5","5.0 out of 5 stars"
"Nokia 105 Single SIM (Blue)","Very good","Nice product. Delivery service is too good.","5.0 out of 5 stars"
"Nokia 105 Single SIM (Blue)","Lovely featured phone","This phone is for my dad, only for incoming and outgoing, it's a great deal. Lovely phone, good battery backup.","5.0 out of 5 stars"
"Nokia 105 Single SIM (Blue)","Nokia 105 vs samsung 1200","Good phone. Great battery backup.
I was confused between samsung 1200 and nokia 105. Finally i selected this phone because..
1. Nokia 105 can be charged using any universal charger. Howver samsung 1200 charging input is different so you have to always carry samsung charger with samsung 1200.
2. No FM in samsung 1200
3. Its nokia. Nokia is great in basic phones.","5.0 out of 5 stars"
"Nokia 105 Single SIM (Blue)","Awesome Nokia Gift","Product is super.","5.0 out of 5 stars"
"Nokia 105 Single SIM (Blue)","It will gives you a Nokia brand feel externally(Nokia 105 - 2019 4th edition)","i purchased this one for 1105rs. on amazon very fast delivery
mobile look was awesome and battery also stand by 3 days on light use....
pros :
1)battery life was OK , 800mah which gives you 1 day for hard use,light use gives you 3 days.
2)Nokia ringtone
3)Design was pretty good
4)build Quality was awesome.
5)lock Screen pin option
6)sound Quality was good at good signal strength.
cons :
1)lost Nokia originality Feel Little Bit From HMD Global.
2)some Times calls was auto disconnected behalf some network issue , but its OK if you restart it will fine
3)Flash light will turned off if you are tried to lock your Screen.
5) 6 Games were built in . may that occupies more space in 4 Mb of this mobile.might be the network problem was because of this.
6)Sound quality lost if signal was low.
7)Lock Screen Changed . not like old Nokia.
8)Software was s30+ ,it wasn't gives you a look like old Nokia Symbian OS.its completely new.
9)Nokia connecting people animation missed in this mobile.
Finally you can buy if you are Nokia Lover . its gives you a Nokia brand feel externally .all built quality and ringtone was looks like old Nokia...
thank you...","3.0 out of 5 stars"
"Nokia 105 Single SIM (Blue)","Don't hesitate if you want a simple & strong phone.","I'm using this phone instead of iPhone, not saying it's superior but to fight smartphone addiction. And it helps just the way I thought. I'm listening the FM radio whenever I feel bored or exhausted. A must buy phone for ambitious students, get rid of your smartphone and recharge your life. ❤️","5.0 out of 5 stars"
"Nokia 105 Single SIM (Blue)","Mobile not working","Mobile phone does not support power botton.i want replace this product.this prodect not working.im requst to return this product but not any one come to pick up.bad service","1.0 out of 5 stars"
"Nokia 105 Single SIM (Blue)","Not the Nokia I knew.","My grandparents have had a great experience with Nokia handsets. Good battery life, durable, good sound quality. That's all my grandma needed and it served the purpose. Of course these were purchased offline and at a time when smartphones were not dirt cheap.
Guess now Nokia doesn't make em as they used to or inferior/faulty devices are being sold online.
The day she received it, the call volume was low at her end but it was okay. But at the other end there was static. We tried different sims, different locations but still the same. Day 3 the call volume went down drastically and she couldn't hear a thing. She could hear if she tried really hard and pressed the phone against her ear.
Totally disgusted by the product as it has been a nightmare for my grandparents during these tough times to get this phone working and no other means to contact.
Being a prime member I assured them that the phone could be replaced if there were any problems but for some reason pick up wasn't available and they had to send the device back. I couldn't ask them to do that. It's harrasment and sending it through courier is next to impossible for those old souls.
Very very disappointed. Never expected this from Amazon. Cannot rely on the service when I really need them.","1.0 out of 5 stars"
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Horrible product","Very disappointed with the overall performance from Samsung","1.0 out of 5 stars"
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Overall","Got the mobile on the launch date,
Battery must be appreciated
Camera is just average
Mobile performance is above average
90hz refresh rate? If u r buying the mobile for this feature then I'm afraid u may get disappointed, it's just normal.
The USB cable is too small in length
It's a good mobile in this budget, there are no returns for this, only replacement is available, hence choose wisely before buying","4.0 out of 5 stars"
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Camera quality is not like 48 megapixel","Camera quality is low","3.0 out of 5 stars"
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","super awesome 👌","In this budget, it has exceeded all expectations .. I have primarily taken this phone for the battery and so far not disappointed","5.0 out of 5 stars"
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","A big no from me","1. It doesn't work with 5.0GHz WiFi frequency. 2.4GHz is very old school.
2. Camera quality is pathetic (both front and back). Forget about 48MP, pictures are all blur, poorer than a 4MP one.
3. Amazon didn't allow to write a review until they sold most of the stock, something very fishy.
4. No return policy, you will have to live with the phone you didn't like. Now you decide.","1.0 out of 5 stars"
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Put your money somewhere else","Not worth buying....faulty software, poor display quality, single band wifi doesn't support 5ghz WIFI band. Gyro sensor missing and many more. DONT GO BY PAID REVIEWS IN YOU TUBE","1.0 out of 5 stars"
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Too much lagging and slow","I will never purchase Samsung phones. Phone is lagging too much and slow. Waste of hard earning money.","1.0 out of 5 stars"
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Worst samsung mobile ever","This is worst samsung mobile I have seen from samsung. It's sceen quality and colors are trash. Even a old 5000 rs phone can beat it's quality. Please never ever buy this product.","1.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","DONT BUY THIS MOBILE .","Don’t buy this product .
Image quality is below average comparing with the specification. Useless camera.
And there is NO RETURN POLICY and replacing with same mobile is big headache .
DON’T buy this mobile","1.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Redmi 9 hhoo, 9, 9🤩, 9, changed mind","Let’s make one thing clear immediately: the Xiaomi Redmi 9 is a phone with flaws, and it has a lot of them. On the other hand, it is one of the most affordable phones available anywhere right now, and it's hard to find a better phone at this price point.The screen is of barely acceptable quality, the camera is disappointing, and the performance is middling at best, and yet, the Redmi 9 counters these with its superb design, good feature set, long battery life, and finally, the biggest ace in its sleeve — the ultra-affordable pricing. Let that sink in — the Redmi 9 starts at less than 9000, This alone offsets all of the flaws that the phone has in store for us. Or does it? Let's look at the the many, many corners that have been cut to achieve this pricing
🇩 🇪 🇸 🇮 🇬 🇳
Plastic is fantastic, especially on affordable phones, and the Redmi 9 once again proves that. The textured back of the Redmi 9 feels great in the hand and provides excellent grip when used naked, though I’d still recommend putting a case on. I actually quite like the textured back of the device, which not only helps with the grip, but also adds a certain ""cool"" factor to the device, and no, I have zero issues with the fact that I'm touching plastic. What’s more, plastic keeps the weight below 200 grams, which is admirable for such a large device with its humongous 5,020mAh battery. Don’t get me wrong, it’s still a big and heavy phone, but it doesn’t strike as such. Overall, the Redmi 9 is a joy to handle, despite its large dimensions.
🇩 🇮 🇸 🇵 🇱 🇦 🇾
The display of the Redmi 9 is pretty average. Sure, it’s large and spacious with its 6.53-inch diagonal, and the resolution is more than sufficient, but it’s an LCD FHD+ display with bleak colors, low brightness, and disappointing contrast. The display is lackluster, and I didn’t enjoy it at all during my time with the phone. You will also have a hard time under bright sunlight, as it’s just not bright enough.
🅱🅰🆃🆃🅴🆁🆈
The battery backup, fortunately, is spectacular on the Redmi 9. With the phone's fairly efficient hardware, the large, 5,020mAh battery takes a long while to drain. You can rest assured it will last you for a long time; in my experience, two days of usage were guaranteed. In our custom battery tests, the phone lasted for a combined time of 10 hours and 14 minutes, which is one of the best results we've seen so far in 2020. Charging, however, is pretty slow — the 10W charger included in the box topped up the Redmi 9 in 168 minutes, or 2 hours and 48 minutes. That's slow, but then again, what else did you expect?
🅲🅰🅼🅴🆁🅰
There are three cameras on the Redmi 9: a 13MP main, an 8MP ultra-wide, a 5MP macro camera, and a 2MP depth sensor. You can also shoot at 2X, but don't get fooled, it's merely a digital zoom solution. There’s an 8MP selfie camera up front, and video quality tops up at 1080p at 30fps.","4.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Awesome","Awesome","5.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Best in budget","Best buy at this price! The display quality is amazing and I do not have any complaint with the camera too. There is no other phone available at this price which comes with 4GB ram. You should go ahead with this.","5.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Worst experience","Very bad experience from Amazon. Very bad camera quality of the phone. I want to return the phone, but amazon is not taking back the phone. I don't want to purchase any product from amazon further. Leaving amazon app permanently","1.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Think it before buy","i didn't upload photo ....for any reason but it is not up to the mark .
1.display 4/5
2.cam 3/5
3.fing sens.. 4.5/5
4.processor 3/5
5.build quality 3.75/5
back panel is not good looking coz some self design as per my opinion
in this price segment rs 9000 is good enough","4.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Value for money","Good product value for money but ordering is too difficult within one minute soldout","5.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Everything is fine except camera which only works good in sun light","This phone is not value for money
Its a downgraded phone of earlier phone launched in india.
The camera is worst i ever seen in any redmi phone.
Battery is ok.
The display quality is very bad not hd. Watching videos on YouTube feels like watching 3gp videos.
Dot notch display is ok in lookwise but not good in quality.
Sometimes 4gb ram feels like 2gb.
I am very disappointed by the camera quality of this phone.
12 megapixel feels like 2MP camera.
Recently i am using redmi note 5 pro. And this phone is just downgraded phone by redmi .you cannot imagine low light photography in this phone.
The back plastic body feels like a cheap phone.
If you really need a phone there are many options in the market.
If you are taking phone for the first and a beginner you can go for redmi 9 prime.","1.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Bom custo benefício","O smartphone é bem leve, a tela tem um bom tamanho, ótima resolução, muito espaço interno, funções rápidas e a cor do aparelho é bem bonita. Bom custo benefício para o uso do dia a dia, redes sociais, navegação de internet, transações bancárias, fotos e vídeos (ótima resolução e diversas funções). Carregamento bem rápido e bateria dura bastante. Estou com o aparelho há uma semana e não apresentou problemas, mas como usuário médio não fui além para testar as capacidades do aparelho. Pontos negativos é o touch digital q fica atrás do aparelho, apesar de bem pensado para o uso (sem capa) achei um pouco pequeno e às vezes não reconhece, talvez para um dedo maior seja mais trabalhosa a precisão.
A entrega foi demorada (e atrasou em um dia), péssimo para os padrões do Prime (era quando fiz a compra), talvez porque veio pelo Correio, mas chegou sem problemas apesar da caixa do aparelho estar ""solta"" dentro da caixa do vendedor. Minha sugestão para o revendedor é talvez colocar uns krafts amassados ou outra coisa para minimizar o ""vai e vem"". De resto estou bem satisfeito com o aparelho.","4.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Parece ser uma celular usado","Achei o celular até bom, porém eu notei o celular não muito novo, notei uns leves arranhões na traseira do msm, a caixinha com varios amassados e detalhes de desgastes , o carregador não serve em tomada padrão novo além de ser 20 amp","2.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Porcaria","O celular não carrega nunca chegou a carregar 100 de bateria, podia ficar horas carregando que não chegava aos100 por cento. La pela terceira recarga parou de carregar. NÃO RECOMENDO.","2.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Excelente!","Chegou muita antes do informado, gostei muito e indico. Somente o carregador que a entrada não cabe em nenhuma tomada, mas me adaptei com um T.","5.0 out of 5 stars"
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","Um smartphone top D+. Maravilhoso.","Um smartphone maravilhoso. Comprei pra minha esposa, de presente. Adoramos o celular. Bateria ótima, é um celular fininho e bonito, é muito legal pra fazer a migração dos dados, fotos e app do outro celular. Fiquei muito contente com o resultado da compra. Amazon, como sempre, foi super eficiente. Top.","5.0 out of 5 stars"
"Tecno Spark 7 (Spruce Green, 3GB RAM, 64 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display","Awesome product thanxx amazon","Tecno spark 7 is best mobile ,this price renge ,awesome performance ,,and look like very good
Thnku techno .....","4.0 out of 5 stars"
"Tecno Spark 7 (Spruce Green, 3GB RAM, 64 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display","Q","I receive today so looking good I using some day after written any author","5.0 out of 5 stars"
"Tecno Spark 7 (Spruce Green, 3GB RAM, 64 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display","Spark 7 mobile","In this range this phone is very good.","4.0 out of 5 stars"
